2023-12-22 19:20:54,457: root: INFO: MyStrategy : Executing the initialize lifecycle method
2023-12-22 19:20:55,657: root: INFO: Current backtesting datetime 2022-01-03 08:30:00-05:00
2023-12-22 19:20:55,657: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2023-12-22 19:20:55,658: root: INFO: Current backtesting datetime 2022-01-03 09:30:00-05:00
2023-12-22 19:20:55,658: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2023-12-22 19:20:55,659: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2023-12-22 19:20:55[0m
2023-12-22 19:20:55,660: root: INFO: [32mNew market order of | 1 SPY buy | with status unprocessed was submitted.[0m
2023-12-22 19:20:55,662: root: INFO: [34mMyStrategy : Trading iteration ended at 2023-12-22 19:20:55[0m
2023-12-22 19:20:55,662: root: INFO: Getting historical prices for SPY, 1 bars, 
2023-12-22 19:20:55,662: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-12-22 19:20:55,665: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-12-22 19:20:55,666: root: INFO: [32mFilled Transaction: buy 1 of SPY at 476.29998779 USD per share[0m
2023-12-22 19:20:55,666: root: INFO: market order of | 1 SPY buy | with status new was filled
2023-12-22 19:20:55,669: root: INFO: MyStrategy : [34mSleeping for 10800 seconds[0m
2023-12-22 19:20:55,670: root: INFO: Current backtesting datetime 2022-01-03 12:30:00-05:00
2023-12-22 19:20:55,672: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2023-12-22 19:20:55[0m
2023-12-22 19:20:55,672: root: INFO: [32mNew market order of | 1 SPY buy | with status unprocessed was submitted.[0m
2023-12-22 19:20:55,674: root: INFO: [34mMyStrategy : Trading iteration ended at 2023-12-22 19:20:55[0m
2023-12-22 19:20:55,674: root: INFO: Getting historical prices for SPY, 1 bars, 
2023-12-22 19:20:55,674: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-12-22 19:20:55,674: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2023-12-22 19:20:55,675: root: INFO: [32mFilled Transaction: buy 1 of SPY at 476.29998779 USD per share[0m
2023-12-22 19:20:55,675: root: INFO: market order of | 1 SPY buy | with status new was filled
2023-12-22 19:20:55,677: root: INFO: MyStrategy : [34mSleeping for 10800 seconds[0m
2023-12-22 19:20:55,678: root: INFO: Current backtesting datetime 2022-01-03 15:30:00-05:00
2023-12-22 19:20:55,680: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2023-12-22 19:20:55[0m
2023-12-22 19:20:55,680: root: INFO: [32mNew market order of | 1 SPY buy | with status unprocessed was submitted.[0m
2023-12-22 19:20:55,682: root: INFO: [34mMyStrategy : Trading iteration ended at 2023-12-22 19:20:55[0m
2023-12-22 19:20:55,682: root: INFO: Getting historical prices for SPY, 1 bars, 
2023-12-22 19:20:55,682: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
