datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-03 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-03 18:30:00-05:00,100000.0,100000.0,0.0
2022-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-04 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-04 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-04 18:30:00-05:00,100000.0,100000.0,0.0
2022-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-05 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-05 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-05 18:30:00-05:00,100000.0,100000.0,0.0
2022-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-06 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-06 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-06 18:30:00-05:00,100000.0,100000.0,0.0
2022-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-07 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-07 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-07 18:30:00-05:00,100000.0,100000.0,0.0
2022-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-10 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-10 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-10 18:30:00-05:00,100000.0,100000.0,0.0
2022-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-11 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-11 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-11 18:30:00-05:00,100000.0,100000.0,0.0
2022-01-12 09:30:00-05:00,100000.0,100000.0,0.0
2022-01-12 12:30:00-05:00,100000.0,100000.0,0.0
2022-01-12 15:30:00-05:00,100000.0,100000.0,0.0
2022-01-12 18:30:00-05:00,100000.0,100000.0,0.0
