datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-04 09:30:00-05:00,100002.92001342773,99523.70001220703,2.9200134277429513e-05
2022-01-05 09:30:00-05:00,99998.80001831055,99044.48001098633,-4.1198748162885046e-05
2022-01-06 09:30:00-05:00,99970.99005126953,98567.32000732422,-0.0002781030075953428
2022-01-07 09:30:00-05:00,99971.2300415039,98099.42999267578,2.400598756224781e-06
2022-01-08 09:30:00-05:00,99971.2300415039,97631.47998046875,0.0
2022-01-10 09:30:00-05:00,99944.9800415039,97631.47998046875,-0.00026257554287467677
2022-01-11 09:30:00-05:00,99960.16003417969,97168.77996826172,0.000151883492992555
2022-01-12 09:30:00-05:00,100004.67993164062,96703.54995727539,0.00044537641241992887
2022-01-13 09:30:00-05:00,100009.47998046875,96231.9599609375,4.7998241996305424e-05
2022-01-14 09:30:00-05:00,99910.47998046875,95759.7699584961,-0.000989906157089604
2022-01-15 09:30:00-05:00,99910.47998046875,95298.57995605469,0.0
2022-01-18 09:30:00-05:00,99895.97985839844,95298.57995605469,-0.00014513114212988398
2022-01-19 09:30:00-05:00,99878.27001953125,94838.83996582031,-0.00017728279848994166
2022-01-20 09:30:00-05:00,99825.7099609375,94380.7099609375,-0.0005262411792221755
2022-01-21 09:30:00-05:00,99719.23992919922,93926.9599609375,-0.0010665592238706667
2022-01-22 09:30:00-05:00,99719.23992919922,93481.3999633789,0.0
2022-01-24 09:30:00-05:00,99529.81994628906,93481.3999633789,-0.0018995329591826593
2022-01-25 09:30:00-05:00,99545.26992797852,93049.36996459961,0.00015522967586800718
2022-01-26 09:30:00-05:00,99667.82998657227,92616.30996704102,0.00123119921903303
2022-01-27 09:30:00-05:00,99626.01013183594,92175.58996582031,-0.0004195923071863561
2022-01-28 09:30:00-05:00,99525.56982421875,91737.32995605469,-0.0010081735430764738
2022-01-29 09:30:00-05:00,99525.56982421875,91304.6499633789,0.0
2022-01-31 09:30:00-05:00,99688.20977783203,91304.6499633789,0.0016341524484666525
2022-02-01 09:30:00-05:00,99877.00982666016,90863.40997314453,0.001893905500448767
2022-02-02 09:30:00-05:00,99978.22998046875,90412.72998046875,0.0010134479795127493
2022-02-03 09:30:00-05:00,99878.13024902344,89957.22998046875,-0.0010012152792149287
2022-02-04 09:30:00-05:00,99772.33010864258,89506.27996826172,-0.001059292360770736
2022-02-05 09:30:00-05:00,99772.33010864258,89059.9299621582,0.0
2022-02-07 09:30:00-05:00,99848.1701965332,89059.9299621582,0.0007601314693967964
2022-02-08 09:30:00-05:00,99778.67022705078,88610.41995239258,-0.0006960565160645249
2022-02-09 09:30:00-05:00,99999.40997314453,88163.68994140625,0.0022122939260609265
2022-02-10 09:30:00-05:00,99894.6498413086,87708.46994018555,-0.0010476074995249274
2022-02-11 09:30:00-05:00,99840.61004638672,87257.12994384766,-0.0005409678597174672
2022-02-12 09:30:00-05:00,99840.61004638672,86807.71994018555,0.0
2022-02-14 09:30:00-05:00,99565.40032958984,86807.71994018555,-0.0027564907372762404
2022-02-15 09:30:00-05:00,99679.70025634766,86367.79992675781,0.001147988421474233
2022-02-16 09:30:00-05:00,99685.8996887207,85924.06991577148,6.219352944580869e-05
2022-02-17 09:30:00-05:00,99663.1799621582,85480.1399230957,-0.0002279131415119373
2022-02-18 09:30:00-05:00,99468.80947875977,85036.919921875,-0.0019502737467562703
2022-02-19 09:30:00-05:00,99468.80947875977,84599.58993530273,0.0
2022-02-22 09:30:00-05:00,99283.85043334961,84599.58993530273,-0.0018594677706447182
2022-02-23 09:30:00-05:00,99310.80004882812,84167.6999206543,0.00027144007168211637
2022-02-24 09:30:00-05:00,98531.75952148438,83735.03991699219,-0.00784446935238381
2022-02-25 09:30:00-05:00,99219.58938598633,83324.01992797852,0.006980793480623637
2022-02-26 09:30:00-05:00,99219.58938598633,82894.40994262695,0.0
2022-02-28 09:30:00-05:00,99311.54989624023,82894.40994262695,0.0009268382465901226
2022-03-01 09:30:00-05:00,99428.94027709961,82462.37994384766,0.0011820415750436464
2022-03-02 09:30:00-05:00,99322.13973999023,82027.33993530273,-0.0010741393482796013
2022-03-03 09:30:00-05:00,99654.23999023438,81594.96994018555,0.003343667898350944
2022-03-04 09:30:00-05:00,99287.99993896484,81154.49993896484,-0.003675107564970803
2022-03-05 09:30:00-05:00,99287.99993896484,80722.74993896484,0.0
2022-03-07 09:30:00-05:00,99279.3994140625,80722.74993896484,-8.662199769993162e-05
2022-03-08 09:30:00-05:00,98754.47973632812,80291.19995117188,-0.005287297071017716
2022-03-09 09:30:00-05:00,99002.88061523438,79871.57995605469,0.0025153378314530794
2022-03-10 09:30:00-05:00,98882.35943603516,79446.43994140625,-0.0012173502270869108
2022-03-11 09:30:00-05:00,99145.55972290039,79023.91995239258,0.0026617516851981105
2022-03-12 09:30:00-05:00,99145.55972290039,78595.79995727539,0.0
2022-03-14 09:30:00-04:00,98744.75942993164,78595.79995727539,-0.00404254405430704
2022-03-15 09:30:00-04:00,99240.64068603516,78176.02996826172,0.005021848845106369
2022-03-16 09:30:00-04:00,99425.63977050781,77746.13995361328,0.0018641464141484487
2022-03-17 09:30:00-04:00,99650.54995727539,77312.54995727539,0.002262094438483908
2022-03-18 09:30:00-04:00,99650.54995727539,76874.54995727539,0.0
2022-03-19 09:30:00-04:00,99650.54995727539,76436.54995727539,0.0
2022-03-21 09:30:00-04:00,100067.1291809082,76436.54995727539,0.00418040064817915
2022-03-22 09:30:00-04:00,100123.83016967773,75990.68997192383,0.0005666295139439281
2022-03-23 09:30:00-04:00,100070.48010253906,75543.77996826172,-0.0005328408536535711
2022-03-24 09:30:00-04:00,100362.80017089844,75097.83996582031,0.0029211418598156236
2022-03-25 09:30:00-04:00,100362.80017089844,74646.6799621582,0.0
2022-03-26 09:30:00-04:00,100362.80017089844,74195.5199584961,0.0
2022-03-28 09:30:00-04:00,100876.67932128906,74195.5199584961,0.005120215353852098
2022-03-29 09:30:00-04:00,100895.55975341797,73735.49996948242,0.00018716349760850015
2022-03-30 09:30:00-04:00,100748.56085205078,73275.15997314453,-0.001456941234346143
2022-03-31 09:30:00-04:00,100469.17980957031,72817.2699584961,-0.002773052439833279
2022-04-01 09:30:00-04:00,100469.17980957031,72363.9599609375,0.0
2022-04-02 09:30:00-04:00,100469.17980957031,71910.6499633789,0.0
2022-04-04 09:30:00-04:00,100589.5100402832,71910.6499633789,0.0011976830202153899
2022-04-05 09:30:00-04:00,100056.3908996582,71455.4299621582,-0.005299947682531725
2022-04-06 09:30:00-04:00,99971.88970947266,71008.53994750977,-0.0008445356605984999
2022-04-07 09:30:00-04:00,100128.97003173828,70562.94995117188,0.0015712449041636045
2022-04-08 09:30:00-04:00,100128.97003173828,70114.97994995117,0.0
2022-04-09 09:30:00-04:00,100128.97003173828,69667.00994873047,0.0
2022-04-11 09:30:00-04:00,99796.44903564453,69667.00994873047,-0.003320926960382664
2022-04-12 09:30:00-04:00,99447.99987792969,69223.9299621582,-0.003491598760096082
