datetime,portfolio_value,cash,return
2022-01-13 15:30:00-05:00,100028.43994140625,87751.49987792969,0.0
2022-01-13 18:30:00-05:00,100028.43994140625,87279.30987548828,0.0
2022-01-14 09:30:00-05:00,99731.43994140625,87279.30987548828,-0.002969155573894544
2022-01-14 12:30:00-05:00,99731.43994140625,86818.11987304688,0.0
2022-01-14 15:30:00-05:00,99731.43994140625,86356.92987060547,0.0
2022-01-14 18:30:00-05:00,99731.43994140625,85895.73986816406,0.0
2022-01-18 09:30:00-05:00,99687.93957519531,85895.73986816406,-0.0004361750540902154
2022-01-18 12:30:00-05:00,99687.93957519531,85435.99987792969,0.0
2022-01-18 15:30:00-05:00,99687.93957519531,84976.25988769531,0.0
2022-01-18 18:30:00-05:00,99687.93957519531,84516.51989746094,0.0
2022-01-19 09:30:00-05:00,99634.81005859375,84516.51989746094,-0.0005329583180068154
2022-01-19 12:30:00-05:00,99634.81005859375,84058.38989257812,0.0
2022-01-19 15:30:00-05:00,99634.81005859375,83600.25988769531,0.0
2022-01-19 18:30:00-05:00,99634.81005859375,83142.1298828125,0.0
2022-01-20 09:30:00-05:00,99477.1298828125,83142.1298828125,-0.0015825811851151173
2022-01-20 12:30:00-05:00,99477.1298828125,82688.3798828125,0.0
2022-01-20 15:30:00-05:00,99477.1298828125,82234.6298828125,0.0
2022-01-20 18:30:00-05:00,99477.1298828125,81780.8798828125,0.0
2022-01-21 09:30:00-05:00,99157.71978759766,81780.8798828125,-0.0032108897350690002
2022-01-21 12:30:00-05:00,99157.71978759766,81335.3198852539,0.0
2022-01-21 15:30:00-05:00,99157.71978759766,80889.75988769531,0.0
2022-01-21 18:30:00-05:00,99157.71978759766,80444.19989013672,0.0
2022-01-24 09:30:00-05:00,98589.45983886719,80444.19989013672,-0.00573086946682233
2022-01-24 12:30:00-05:00,98589.45983886719,80012.16989135742,0.0
2022-01-24 15:30:00-05:00,98589.45983886719,79580.13989257812,0.0
2022-01-24 18:30:00-05:00,98589.45983886719,79148.10989379883,0.0
2022-01-25 09:30:00-05:00,98635.80978393555,79148.10989379883,0.00047013083491997953
2022-01-25 12:30:00-05:00,98635.80978393555,78715.04989624023,0.0
2022-01-25 15:30:00-05:00,98635.80978393555,78281.98989868164,0.0
2022-01-25 18:30:00-05:00,98635.80978393555,77848.92990112305,0.0
2022-01-26 09:30:00-05:00,99003.4899597168,77848.92990112305,0.0037276540496464783
2022-01-26 12:30:00-05:00,99003.4899597168,77408.20989990234,0.0
2022-01-26 15:30:00-05:00,99003.4899597168,76967.48989868164,0.0
2022-01-26 18:30:00-05:00,99003.4899597168,76526.76989746094,0.0
2022-01-27 09:30:00-05:00,98878.03039550781,76526.76989746094,-0.001267223653025118
2022-01-27 12:30:00-05:00,98878.03039550781,76088.50988769531,0.0
2022-01-27 15:30:00-05:00,98878.03039550781,75650.24987792969,0.0
2022-01-27 18:30:00-05:00,98878.03039550781,75211.98986816406,0.0
2022-01-28 09:30:00-05:00,98576.70947265625,75211.98986816406,-0.003047400131720779
2022-01-28 12:30:00-05:00,98576.70947265625,74779.30987548828,0.0
2022-01-28 15:30:00-05:00,98576.70947265625,74346.6298828125,0.0
2022-01-28 18:30:00-05:00,98576.70947265625,73913.94989013672,0.0
2022-01-31 09:30:00-05:00,99064.6293334961,73913.94989013672,0.004949646457566015
2022-01-31 12:30:00-05:00,99064.6293334961,73472.70989990234,0.0
2022-01-31 15:30:00-05:00,99064.6293334961,73031.46990966797,0.0
2022-01-31 18:30:00-05:00,99064.6293334961,72590.2299194336,0.0
2022-02-01 09:30:00-05:00,99631.02947998047,72590.2299194336,0.005717481105971922
2022-02-01 12:30:00-05:00,99631.02947998047,72139.54992675781,0.0
2022-02-01 15:30:00-05:00,99631.02947998047,71688.86993408203,0.0
2022-02-01 18:30:00-05:00,99631.02947998047,71238.18994140625,0.0
2022-02-02 09:30:00-05:00,99934.68994140625,71238.18994140625,0.0030478502832975707
2022-02-02 12:30:00-05:00,99934.68994140625,70782.68994140625,0.0
2022-02-02 15:30:00-05:00,99934.68994140625,70327.18994140625,0.0
2022-02-02 18:30:00-05:00,99934.68994140625,69871.68994140625,0.0
2022-02-03 09:30:00-05:00,99634.39074707031,69871.68994140625,-0.003004954480891553
2022-02-03 12:30:00-05:00,99634.39074707031,69420.73992919922,0.0
2022-02-03 15:30:00-05:00,99634.39074707031,68969.78991699219,0.0
2022-02-03 18:30:00-05:00,99634.39074707031,68518.83990478516,0.0
2022-02-04 09:30:00-05:00,99316.99032592773,68518.83990478516,-0.003185651247151422
2022-02-04 12:30:00-05:00,99316.99032592773,68072.48989868164,0.0
2022-02-04 15:30:00-05:00,99316.99032592773,67626.13989257812,0.0
2022-02-04 18:30:00-05:00,99316.99032592773,67179.78988647461,0.0
2022-02-07 09:30:00-05:00,99544.51058959961,67179.78988647461,0.0022908493594622215
2022-02-07 12:30:00-05:00,99544.51058959961,66730.27987670898,0.0
2022-02-07 15:30:00-05:00,99544.51058959961,66280.76986694336,0.0
2022-02-07 18:30:00-05:00,99544.51058959961,65831.25985717773,0.0
2022-02-08 09:30:00-05:00,99336.01068115234,65831.25985717773,-0.0020945394900464542
2022-02-08 12:30:00-05:00,99336.01068115234,65384.529846191406,0.0
2022-02-08 15:30:00-05:00,99336.01068115234,64937.79983520508,0.0
2022-02-08 18:30:00-05:00,99336.01068115234,64491.06982421875,0.0
2022-02-09 09:30:00-05:00,99998.2299194336,64491.06982421875,0.006666456944872001
2022-02-09 12:30:00-05:00,99998.2299194336,64035.84982299805,0.0
2022-02-09 15:30:00-05:00,99998.2299194336,63580.629821777344,0.0
2022-02-09 18:30:00-05:00,99998.2299194336,63125.40982055664,0.0
2022-02-10 09:30:00-05:00,99683.94952392578,63125.40982055664,-0.0031428595862248443
2022-02-10 12:30:00-05:00,99683.94952392578,62674.06982421875,0.0
2022-02-10 15:30:00-05:00,99683.94952392578,62222.72982788086,0.0
2022-02-10 18:30:00-05:00,99683.94952392578,61771.38983154297,0.0
2022-02-11 09:30:00-05:00,99521.83013916016,61771.38983154297,-0.001626333883638087
2022-02-11 12:30:00-05:00,99521.83013916016,61321.97982788086,0.0
2022-02-11 15:30:00-05:00,99521.83013916016,60872.56982421875,0.0
2022-02-11 18:30:00-05:00,99521.83013916016,60423.15982055664,0.0
2022-02-14 09:30:00-05:00,98696.20098876953,60423.15982055664,-0.008295960285659487
2022-02-14 12:30:00-05:00,98696.20098876953,59983.239807128906,0.0
2022-02-14 15:30:00-05:00,98696.20098876953,59543.31979370117,0.0
2022-02-14 18:30:00-05:00,98696.20098876953,59103.39978027344,0.0
2022-02-15 09:30:00-05:00,99039.10076904297,59103.39978027344,0.003474295634869007
2022-02-15 12:30:00-05:00,99039.10076904297,58659.66976928711,0.0
2022-02-15 15:30:00-05:00,99039.10076904297,58215.93975830078,0.0
2022-02-15 18:30:00-05:00,99039.10076904297,57772.20974731445,0.0
2022-02-16 09:30:00-05:00,99057.69906616211,57772.20974731445,0.00018778741905700613
2022-02-16 12:30:00-05:00,99057.69906616211,57328.27975463867,0.0
2022-02-16 15:30:00-05:00,99057.69906616211,56884.34976196289,0.0
2022-02-16 18:30:00-05:00,99057.69906616211,56440.41976928711,0.0
2022-02-17 09:30:00-05:00,98989.53988647461,56440.41976928711,-0.0006880755391055482
2022-02-17 12:30:00-05:00,98989.53988647461,55997.199768066406,0.0
2022-02-17 15:30:00-05:00,98989.53988647461,55553.9797668457,0.0
2022-02-17 18:30:00-05:00,98989.53988647461,55110.759765625,0.0
2022-02-18 09:30:00-05:00,98406.4284362793,55110.759765625,-0.00589063703967152
2022-02-18 12:30:00-05:00,98406.4284362793,54673.429779052734,0.0
2022-02-18 15:30:00-05:00,98406.4284362793,54236.09979248047,0.0
2022-02-18 18:30:00-05:00,98406.4284362793,53798.7698059082,0.0
2022-02-22 09:30:00-05:00,97851.55130004883,53798.7698059082,-0.005638626917445433
2022-02-22 12:30:00-05:00,97851.55130004883,53366.879791259766,0.0
2022-02-22 15:30:00-05:00,97851.55130004883,52934.98977661133,0.0
2022-02-22 18:30:00-05:00,97851.55130004883,52503.09976196289,0.0
2022-02-23 09:30:00-05:00,97932.40014648438,52503.09976196289,0.0008262398026541717
2022-02-23 12:30:00-05:00,97932.40014648438,52070.43975830078,0.0
2022-02-23 15:30:00-05:00,97932.40014648438,51637.77975463867,0.0
2022-02-23 18:30:00-05:00,97932.40014648438,51205.11975097656,0.0
2022-02-24 09:30:00-05:00,95595.27856445312,51205.11975097656,-0.023864641104838213
2022-02-24 12:30:00-05:00,95595.27856445312,50794.09976196289,0.0
2022-02-24 15:30:00-05:00,95595.27856445312,50383.07977294922,0.0
2022-02-24 18:30:00-05:00,95595.27856445312,49972.05978393555,0.0
2022-02-25 09:30:00-05:00,97658.76815795898,49972.05978393555,0.021585685239826846
2022-02-25 12:30:00-05:00,97658.76815795898,49542.449798583984,0.0
2022-02-25 15:30:00-05:00,97658.76815795898,49112.83981323242,0.0
2022-02-25 18:30:00-05:00,97658.76815795898,48683.22982788086,0.0
2022-02-28 09:30:00-05:00,97934.6496887207,48683.22982788086,0.002824954030911986
2022-02-28 12:30:00-05:00,97934.6496887207,48251.19982910156,0.0
2022-02-28 15:30:00-05:00,97934.6496887207,47819.169830322266,0.0
2022-02-28 18:30:00-05:00,97934.6496887207,47387.13983154297,0.0
2022-03-01 09:30:00-05:00,98286.82083129883,47387.13983154297,0.003595981031202733
2022-03-01 12:30:00-05:00,98286.82083129883,46952.09982299805,0.0
2022-03-01 15:30:00-05:00,98286.82083129883,46517.059814453125,0.0
2022-03-01 18:30:00-05:00,98286.82083129883,46082.0198059082,0.0
2022-03-02 09:30:00-05:00,97966.4192199707,46082.0198059082,-0.0032598634142217975
2022-03-02 12:30:00-05:00,97966.4192199707,45649.649810791016,0.0
2022-03-02 15:30:00-05:00,97966.4192199707,45217.27981567383,0.0
2022-03-02 18:30:00-05:00,97966.4192199707,44784.90982055664,0.0
2022-03-03 09:30:00-05:00,98962.71997070312,44784.90982055664,0.010169818991703217
2022-03-03 12:30:00-05:00,98962.71997070312,44344.43981933594,0.0
2022-03-03 15:30:00-05:00,98962.71997070312,43903.969818115234,0.0
2022-03-03 18:30:00-05:00,98962.71997070312,43463.49981689453,0.0
2022-03-04 09:30:00-05:00,97863.99981689453,43463.49981689453,-0.011102364144132792
2022-03-04 12:30:00-05:00,97863.99981689453,43031.74981689453,0.0
2022-03-04 15:30:00-05:00,97863.99981689453,42599.99981689453,0.0
2022-03-04 18:30:00-05:00,97863.99981689453,42168.24981689453,0.0
2022-03-07 09:30:00-05:00,97838.1982421875,42168.24981689453,-0.0002636472528744216
2022-03-07 12:30:00-05:00,97838.1982421875,41736.69982910156,0.0
2022-03-07 15:30:00-05:00,97838.1982421875,41305.149841308594,0.0
2022-03-07 18:30:00-05:00,97838.1982421875,40873.599853515625,0.0
2022-03-08 09:30:00-05:00,96263.43920898438,40873.599853515625,-0.016095544087034286
2022-03-08 12:30:00-05:00,96263.43920898438,40453.97985839844,0.0
2022-03-08 15:30:00-05:00,96263.43920898438,40034.35986328125,0.0
2022-03-08 18:30:00-05:00,96263.43920898438,39614.73986816406,0.0
2022-03-09 09:30:00-05:00,97008.64184570312,39614.73986816406,0.007741284155669437
2022-03-09 12:30:00-05:00,97008.64184570312,39189.599853515625,0.0
2022-03-09 15:30:00-05:00,97008.64184570312,38764.45983886719,0.0
2022-03-09 18:30:00-05:00,97008.64184570312,38339.31982421875,0.0
2022-03-10 09:30:00-05:00,96647.07830810547,38339.31982421875,-0.0037271270962925263
2022-03-10 12:30:00-05:00,96647.07830810547,37916.79983520508,0.0
2022-03-10 15:30:00-05:00,96647.07830810547,37494.279846191406,0.0
2022-03-10 18:30:00-05:00,96647.07830810547,37071.759857177734,0.0
2022-03-11 09:30:00-05:00,97436.67916870117,37071.759857177734,0.008169940306715695
2022-03-11 12:30:00-05:00,97436.67916870117,36643.63986206055,0.0
2022-03-11 15:30:00-05:00,97436.67916870117,36215.51986694336,0.0
2022-03-11 18:30:00-05:00,97436.67916870117,35787.39987182617,0.0
2022-03-14 09:30:00-04:00,96234.27828979492,35787.39987182617,-0.01234033106592669
2022-03-14 12:30:00-04:00,96234.27828979492,35367.6298828125,0.0
2022-03-14 15:30:00-04:00,96234.27828979492,34947.85989379883,0.0
2022-03-14 18:30:00-04:00,96234.27828979492,34528.089904785156,0.0
2022-03-15 09:30:00-04:00,97721.92205810547,34528.089904785156,0.01545856419092928
2022-03-15 12:30:00-04:00,97721.92205810547,34098.19989013672,0.0
2022-03-15 15:30:00-04:00,97721.92205810547,33668.30987548828,0.0
2022-03-15 18:30:00-04:00,97721.92205810547,33238.419860839844,0.0
2022-03-16 09:30:00-04:00,98276.91931152344,33238.419860839844,0.005679352613305877
2022-03-16 12:30:00-04:00,98276.91931152344,32804.82986450195,0.0
2022-03-16 15:30:00-04:00,98276.91931152344,32371.239868164062,0.0
2022-03-16 18:30:00-04:00,98276.91931152344,31937.649871826172,0.0
2022-03-17 09:30:00-04:00,98951.64987182617,31937.649871826172,0.006865605525992802
2022-03-17 12:30:00-04:00,98951.64987182617,31499.649871826172,0.0
2022-03-17 15:30:00-04:00,98951.64987182617,31061.649871826172,0.0
2022-03-17 18:30:00-04:00,98951.64987182617,30623.649871826172,0.0
2022-03-18 09:30:00-04:00,99164.74587182618,30836.745871826173,0.0021535366037457315
2022-03-18 12:30:00-04:00,99164.74587182618,30398.745871826173,0.0
2022-03-18 15:30:00-04:00,99164.74587182618,29960.745871826173,0.0
2022-03-18 18:30:00-04:00,99164.74587182618,29522.745871826173,0.0
2022-03-21 09:30:00-04:00,100414.48354272461,29522.745871826173,0.012602640786411712
2022-03-21 12:30:00-04:00,100414.48354272461,29076.88588647461,0.0
2022-03-21 15:30:00-04:00,100414.48354272461,28631.02590112305,0.0
2022-03-21 18:30:00-04:00,100414.48354272461,28185.165915771486,0.0
2022-03-22 09:30:00-04:00,100584.58650903321,28185.165915771486,0.0016940082775629417
2022-03-22 12:30:00-04:00,100584.58650903321,27738.255912109376,0.0
2022-03-22 15:30:00-04:00,100584.58650903321,27291.345908447267,0.0
2022-03-22 18:30:00-04:00,100584.58650903321,26844.435904785158,0.0
2022-03-23 09:30:00-04:00,100424.53630761719,26844.435904785158,-0.0015912000732004605
2022-03-23 12:30:00-04:00,100424.53630761719,26398.49590234375,0.0
2022-03-23 15:30:00-04:00,100424.53630761719,25952.555899902345,0.0
2022-03-23 18:30:00-04:00,100424.53630761719,25506.61589746094,0.0
2022-03-24 09:30:00-04:00,101301.49651269532,25506.61589746094,0.00873252929335755
2022-03-24 12:30:00-04:00,101301.49651269532,25055.45589379883,0.0
2022-03-24 15:30:00-04:00,101301.49651269532,24604.29589013672,0.0
2022-03-24 18:30:00-04:00,101301.49651269532,24153.13588647461,0.0
2022-03-25 09:30:00-04:00,101301.49651269532,24153.13588647461,0.0
2022-03-25 12:30:00-04:00,101301.49651269532,23701.9758828125,0.0
2022-03-25 15:30:00-04:00,101301.49651269532,23250.815879150392,0.0
2022-03-25 18:30:00-04:00,101301.49651269532,22799.655875488283,0.0
2022-03-28 09:30:00-04:00,102843.13396386719,22799.655875488283,0.015218308753994325
2022-03-28 12:30:00-04:00,102843.13396386719,22339.63588647461,0.0
2022-03-28 15:30:00-04:00,102843.13396386719,21879.61589746094,0.0
2022-03-28 18:30:00-04:00,102843.13396386719,21419.595908447267,0.0
2022-03-29 09:30:00-04:00,102899.77526025391,21419.595908447267,0.0005507542818232736
2022-03-29 12:30:00-04:00,102899.77526025391,20959.255912109376,0.0
2022-03-29 15:30:00-04:00,102899.77526025391,20498.915915771486,0.0
2022-03-29 18:30:00-04:00,102899.77526025391,20038.575919433595,0.0
2022-03-30 09:30:00-04:00,102458.77855615235,20038.575919433595,-0.004285691615809606
2022-03-30 12:30:00-04:00,102458.77855615235,19580.685904785158,0.0
2022-03-30 15:30:00-04:00,102458.77855615235,19122.79589013672,0.0
2022-03-30 18:30:00-04:00,102458.77855615235,18664.905875488283,0.0
2022-03-31 09:30:00-04:00,101620.63542871094,18664.905875488283,-0.008180295912683211
2022-03-31 12:30:00-04:00,101620.63542871094,18211.59587792969,0.0
2022-03-31 15:30:00-04:00,101620.63542871094,17758.285880371095,0.0
2022-03-31 18:30:00-04:00,101620.63542871094,17304.9758828125,0.0
2022-04-01 09:30:00-04:00,101620.63542871094,17304.9758828125,0.0
2022-04-01 12:30:00-04:00,101620.63542871094,16851.665885253908,0.0
2022-04-01 15:30:00-04:00,101620.63542871094,16398.355887695314,0.0
2022-04-01 18:30:00-04:00,101620.63542871094,15945.04589013672,0.0
2022-04-04 09:30:00-04:00,101981.62612084961,15945.04589013672,0.00355233649756026
2022-04-04 12:30:00-04:00,101981.62612084961,15489.825888916017,0.0
2022-04-04 15:30:00-04:00,101981.62612084961,15034.605887695314,0.0
2022-04-04 18:30:00-04:00,101981.62612084961,14579.38588647461,0.0
2022-04-05 09:30:00-04:00,100382.26869897461,14579.38588647461,-0.01568279976218201
2022-04-05 12:30:00-04:00,100382.26869897461,14132.495871826173,0.0
2022-04-05 15:30:00-04:00,100382.26869897461,13685.605857177736,0.0
2022-04-05 18:30:00-04:00,100382.26869897461,13238.715842529298,0.0
2022-04-06 09:30:00-04:00,100128.76512841797,13238.715842529298,-0.0025253819608007655
2022-04-06 12:30:00-04:00,100128.76512841797,12793.125846191408,0.0
2022-04-06 15:30:00-04:00,100128.76512841797,12347.535849853517,0.0
2022-04-06 18:30:00-04:00,100128.76512841797,11901.945853515626,0.0
2022-04-07 09:30:00-04:00,100600.00609521485,11901.945853515626,0.0047063495309513925
2022-04-07 12:30:00-04:00,100600.00609521485,11453.975852294923,0.0
2022-04-07 15:30:00-04:00,100600.00609521485,11006.00585107422,0.0
2022-04-07 18:30:00-04:00,100600.00609521485,10558.035849853517,0.0
2022-04-08 09:30:00-04:00,100600.00609521485,10558.035849853517,0.0
2022-04-08 12:30:00-04:00,100600.00609521485,10110.065848632814,0.0
2022-04-08 15:30:00-04:00,100600.00609521485,9662.09584741211,0.0
2022-04-08 18:30:00-04:00,100600.00609521485,9214.125846191408,0.0
2022-04-11 09:30:00-04:00,99602.4431069336,9214.125846191408,-0.009916132483501872
2022-04-11 12:30:00-04:00,99602.4431069336,8771.045859619142,0.0
2022-04-11 15:30:00-04:00,99602.4431069336,8327.965873046876,0.0
2022-04-11 18:30:00-04:00,99602.4431069336,7884.885886474611,0.0
2022-04-12 09:30:00-04:00,98557.09563378907,7884.885886474611,-0.010495199118983889
2022-04-12 12:30:00-04:00,98557.09563378907,7446.855887695314,0.0
2022-04-12 15:30:00-04:00,98557.09563378907,7008.825888916017,0.0
2022-04-12 18:30:00-04:00,98557.09563378907,6570.79589013672,0.0
2022-04-13 09:30:00-04:00,99716.29332666016,6570.79589013672,0.011761686821397
2022-04-13 12:30:00-04:00,99716.29332666016,6127.245902343751,0.0
2022-04-13 15:30:00-04:00,99716.29332666016,5683.695914550783,0.0
2022-04-13 18:30:00-04:00,99716.29332666016,5240.145926757814,0.0
2022-04-14 09:30:00-04:00,99716.29332666016,5240.145926757814,0.0
2022-04-14 12:30:00-04:00,99716.29332666016,4796.595938964845,0.0
2022-04-14 15:30:00-04:00,99716.29332666016,4353.045951171876,0.0
2022-04-14 18:30:00-04:00,99716.29332666016,3909.4959633789076,0.0
2022-04-18 09:30:00-04:00,98487.25279931641,3909.4959633789076,-0.012325373179662202
2022-04-18 12:30:00-04:00,98487.25279931641,3471.635978027345,0.0
2022-04-18 15:30:00-04:00,98487.25279931641,3033.7759926757826,0.0
2022-04-18 18:30:00-04:00,98487.25279931641,2595.91600732422,0.0
2022-04-19 09:30:00-04:00,100471.39894799805,2595.91600732422,0.020146222909929845
2022-04-19 12:30:00-04:00,100471.39894799805,2148.9959938964857,0.0
2022-04-19 15:30:00-04:00,100471.39894799805,1702.0759804687514,0.0
2022-04-19 18:30:00-04:00,100471.39894799805,1255.155967041017,0.0
2022-04-20 09:30:00-04:00,100831.03786401368,1255.155967041017,0.0035795153623945364
2022-04-20 12:30:00-04:00,100831.03786401368,806.6159584960951,0.0
2022-04-20 15:30:00-04:00,100831.03786401368,358.07594995117324,0.0
2022-04-20 18:30:00-04:00,100831.03786401368,-90.46405859374863,0.0
2022-04-21 09:30:00-04:00,98214.28676538086,-90.46405859374863,-0.025951841358232475
2022-04-21 12:30:00-04:00,98214.28676538086,-527.374062255858,0.0
2022-04-21 15:30:00-04:00,98214.28676538086,-964.2840659179674,0.0
2022-04-21 18:30:00-04:00,98214.28676538086,-1401.1940695800768,0.0
2022-04-22 09:30:00-04:00,98214.28676538086,-1401.1940695800768,0.0
2022-04-22 12:30:00-04:00,98214.28676538086,-1838.1040732421861,0.0
2022-04-22 15:30:00-04:00,98214.28676538086,-2275.0140769042955,0.0
2022-04-22 18:30:00-04:00,98214.28676538086,-2711.924080566405,0.0
2022-04-25 09:30:00-04:00,95654.80281762696,-2711.924080566405,-0.026060199916414728
2022-04-25 12:30:00-04:00,95654.80281762696,-3137.7540671386705,0.0
2022-04-25 15:30:00-04:00,95654.80281762696,-3563.584053710936,0.0
2022-04-25 18:30:00-04:00,95654.80281762696,-3989.4140402832018,0.0
2022-04-26 09:30:00-04:00,93644.74367456055,-3989.4140402832018,-0.021013677137558195
2022-04-26 12:30:00-04:00,93644.74367456055,-4406.654030517577,0.0
2022-04-26 15:30:00-04:00,93644.74367456055,-4823.894020751952,0.0
2022-04-26 18:30:00-04:00,93644.74367456055,-5241.134010986327,0.0
2022-04-27 09:30:00-04:00,94841.59801416016,-5241.134010986327,0.012780795724733673
2022-04-27 12:30:00-04:00,94841.59801416016,-5663.424019531249,0.0
2022-04-27 15:30:00-04:00,94841.59801416016,-6085.7140280761705,0.0
2022-04-27 18:30:00-04:00,94841.59801416016,-6508.004036621092,0.0
2022-04-28 09:30:00-04:00,95153.59508447266,-6508.004036621092,0.003289664839535078
2022-04-28 12:30:00-04:00,95153.59508447266,-6931.594032958983,0.0
2022-04-28 15:30:00-04:00,95153.59508447266,-7355.184029296874,0.0
2022-04-28 18:30:00-04:00,95153.59508447266,-7778.774025634764,0.0
2022-04-29 09:30:00-04:00,95153.59508447266,-7778.774025634764,0.0
2022-04-29 12:30:00-04:00,95153.59508447266,-8202.364021972655,0.0
2022-04-29 15:30:00-04:00,95153.59508447266,-8625.954018310546,0.0
2022-04-29 18:30:00-04:00,95153.59508447266,-9049.544014648436,0.0
2022-05-02 09:30:00-04:00,93042.91838769532,-9049.544014648436,-0.022181786141696413
2022-05-02 12:30:00-04:00,93042.91838769532,-9464.554024414061,0.0
2022-05-02 15:30:00-04:00,93042.91838769532,-9879.564034179686,0.0
2022-05-02 18:30:00-04:00,93042.91838769532,-10294.574043945311,0.0
2022-05-03 09:30:00-04:00,93558.34261254883,-10294.574043945311,0.00553963948879832
2022-05-03 12:30:00-04:00,93558.34261254883,-10711.654030517577,0.0
2022-05-03 15:30:00-04:00,93558.34261254883,-11128.734017089842,0.0
2022-05-03 18:30:00-04:00,93558.34261254883,-11545.814003662108,0.0
2022-05-04 09:30:00-04:00,95440.78292016602,-11545.814003662108,0.020120496527101794
2022-05-04 12:30:00-04:00,95440.78292016602,-11970.363991455077,0.0
2022-05-04 15:30:00-04:00,95440.78292016602,-12394.913979248046,0.0
2022-05-04 18:30:00-04:00,95440.78292016602,-12819.463967041014,0.0
2022-05-05 09:30:00-04:00,92011.03758935547,-12819.463967041014,-0.035935846562359486
2022-05-05 12:30:00-04:00,92011.03758935547,-13230.56397314453,0.0
2022-05-05 15:30:00-04:00,92011.03758935547,-13641.663979248046,0.0
2022-05-05 18:30:00-04:00,92011.03758935547,-14052.763985351561,0.0
2022-05-06 09:30:00-04:00,92011.03758935547,-14052.763985351561,0.0
2022-05-06 12:30:00-04:00,92011.03758935547,-14463.863991455077,0.0
2022-05-06 15:30:00-04:00,92011.03758935547,-14874.963997558592,0.0
2022-05-06 18:30:00-04:00,92011.03758935547,-15286.064003662108,0.0
2022-05-09 09:30:00-04:00,90285.82344750977,-15286.064003662108,-0.018750078110686297
2022-05-09 12:30:00-04:00,90285.82344750977,-15690.553993896483,0.0
2022-05-09 15:30:00-04:00,90285.82344750977,-16095.043984130858,0.0
2022-05-09 18:30:00-04:00,90285.82344750977,-16499.533974365233,0.0
2022-05-10 09:30:00-04:00,88590.94795922852,-16499.533974365233,-0.01877233239464904
2022-05-10 12:30:00-04:00,88590.94795922852,-16897.60398168945,0.0
2022-05-10 15:30:00-04:00,88590.94795922852,-17295.67398901367,0.0
2022-05-10 18:30:00-04:00,88590.94795922852,-17693.74399633789,0.0
2022-05-11 09:30:00-04:00,86268.04469995118,-17693.74399633789,-0.026220548631519236
2022-05-11 12:30:00-04:00,86268.04469995118,-18083.113991455077,0.0
2022-05-11 15:30:00-04:00,86268.04469995118,-18472.483986572264,0.0
2022-05-11 18:30:00-04:00,86268.04469995118,-18861.85398168945,0.0
2022-05-12 09:30:00-04:00,88249.84371118165,-18861.85398168945,0.022972573658338602
2022-05-12 12:30:00-04:00,88249.84371118165,-19258.56397314453,0.0
